Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-01-01 00:00:00+00:00,232.0,,12.4,6.8,82.0,23.9,60.3,68.35834
2024-01-01 01:00:00+00:00,244.0,,15.3,7.5,79.0,22.3,57.4,67.695
2024-01-01 02:00:00+00:00,261.0,,19.3,8.6,75.0,22.7,55.8,66.945
2024-01-01 03:00:00+00:00,283.0,,22.9,10.1,72.0,25.3,58.6,66.168335
2024-01-01 04:00:00+00:00,317.0,,25.9,12.7,71.0,29.6,64.5,65.35667
2024-01-01 05:00:00+00:00,355.0,,28.4,15.8,70.0,30.5,66.8,64.53
2024-01-01 06:00:00+00:00,376.0,,28.9,17.4,73.0,25.7,62.4,63.893337
2024-01-01 07:00:00+00:00,367.0,,25.8,16.2,80.0,23.3,59.8,63.56667
2024-01-01 08:00:00+00:00,341.0,,20.7,13.5,90.0,22.1,57.2,63.47667
2024-01-01 09:00:00+00:00,317.0,,16.9,11.2,98.0,21.4,54.0,63.51667
2024-01-01 10:00:00+00:00,302.0,,15.6,10.0,102.0,21.2,52.5,63.653336
2024-01-01 11:00:00+00:00,289.0,,15.6,9.2,104.0,21.5,53.4,63.870003
2024-01-01 12:00:00+00:00,253.0,,13.6,7.1,93.0,20.8,52.3,64.13167
2024-01-01 13:00:00+00:00,251.0,,14.8,7.0,90.0,22.4,58.9,64.10167
2024-01-01 14:00:00+00:00,248.0,,16.3,6.8,85.0,23.6,63.6,64.17334
2024-01-01 15:00:00+00:00,244.0,,17.0,6.7,82.0,23.7,65.7,64.299995
2024-01-01 16:00:00+00:00,236.0,,16.1,6.6,81.0,23.8,68.7,64.42333
2024-01-01 17:00:00+00:00,227.0,,14.3,6.6,80.0,24.2,73.6,64.51667
2024-01-01 18:00:00+00:00,220.0,,12.7,6.6,80.0,25.1,80.3,64.59
2024-01-01 19:00:00+00:00,219.0,,11.6,6.6,80.0,26.8,88.7,64.75667
2024-01-01 20:00:00+00:00,220.0,,10.6,6.5,80.0,28.8,94.8,65.11333
2024-01-01 21:00:00+00:00,222.0,,9.9,6.4,81.0,30.5,98.0,65.630005
2024-01-01 22:00:00+00:00,223.0,,9.2,6.0,82.0,32.0,99.7,66.231674
2024-01-01 23:00:00+00:00,225.0,,8.8,5.5,84.0,32.6,99.2,66.85
2024-01-02 00:00:00+00:00,231.0,,9.0,5.1,85.0,33.4,97.8,67.43667
2024-01-02 01:00:00+00:00,238.0,,10.4,5.7,85.0,32.4,92.2,68.06167
2024-01-02 02:00:00+00:00,247.0,,12.3,6.4,84.0,31.1,84.5,68.64167
2024-01-02 03:00:00+00:00,255.0,,13.4,7.0,85.0,30.7,80.1,69.119995
2024-01-02 04:00:00+00:00,260.0,,13.1,7.2,87.0,31.0,78.0,69.47833
2024-01-02 05:00:00+00:00,265.0,,12.0,7.1,90.0,28.6,74.5,69.70333
2024-01-02 06:00:00+00:00,267.0,,11.1,7.1,94.0,26.9,71.0,69.831665
2024-01-02 07:00:00+00:00,267.0,,10.6,7.1,98.0,25.7,68.5,69.97499
2024-01-02 08:00:00+00:00,266.0,,10.4,7.1,103.0,24.6,65.2,70.12
2024-01-02 09:00:00+00:00,264.0,,10.5,7.1,106.0,24.1,63.3,70.253334
2024-01-02 10:00:00+00:00,263.0,,11.2,7.0,106.0,23.6,61.9,70.40833
2024-01-02 11:00:00+00:00,261.0,,12.3,6.9,105.0,23.2,60.8,70.565
2024-01-02 12:00:00+00:00,255.0,,12.8,6.5,98.0,23.6,60.5,70.68833
2024-01-02 13:00:00+00:00,251.0,,13.6,6.4,95.0,23.2,58.8,70.825
2024-01-02 14:00:00+00:00,247.0,,14.8,6.4,92.0,22.6,57.2,70.82333
2024-01-02 15:00:00+00:00,243.0,,15.9,6.4,88.0,22.6,55.3,70.71667
2024-01-02 16:00:00+00:00,242.0,,16.9,6.7,84.0,22.5,53.6,70.543335
2024-01-02 17:00:00+00:00,242.0,,17.8,7.1,80.0,22.8,52.5,70.291664
2024-01-02 18:00:00+00:00,243.0,,18.9,7.4,77.0,23.9,52.9,69.94
2024-01-02 19:00:00+00:00,246.0,,20.4,7.5,74.0,25.2,53.7,69.48333
2024-01-02 20:00:00+00:00,251.0,,22.0,7.5,71.0,25.8,53.4,68.9
2024-01-02 21:00:00+00:00,254.0,,23.0,7.5,69.0,25.2,51.7,68.21
2024-01-02 22:00:00+00:00,251.0,,22.5,7.5,69.0,24.3,49.7,67.43834
2024-01-02 23:00:00+00:00,245.0,,21.3,7.5,69.0,23.4,48.1,66.605
2024-01-03 00:00:00+00:00,311.0,,26.5,11.3,59.0,25.7,49.5,65.753334
2024-01-03 01:00:00+00:00,301.0,,26.6,11.0,60.0,22.6,46.4,64.94833
2024-01-03 02:00:00+00:00,288.0,,26.8,10.7,61.0,21.9,45.2,64.185
2024-01-03 03:00:00+00:00,281.0,,26.6,10.6,63.0,22.5,45.5,63.53
2024-01-03 04:00:00+00:00,287.0,,26.1,11.3,66.0,23.9,47.5,62.95333
2024-01-03 05:00:00+00:00,299.0,,25.2,12.3,69.0,24.0,47.7,62.445
2024-01-03 06:00:00+00:00,303.0,,23.5,12.5,74.0,22.3,45.3,61.998333
2024-01-03 07:00:00+00:00,290.0,,19.9,11.1,82.0,19.7,41.6,61.57
2024-01-03 08:00:00+00:00,268.0,,15.4,8.9,90.0,18.9,39.7,61.12167
2024-01-03 09:00:00+00:00,252.0,,12.4,7.3,97.0,19.0,39.1,60.69667
2024-01-03 10:00:00+00:00,247.0,,12.0,6.7,100.0,19.0,38.9,60.29333
2024-01-03 11:00:00+00:00,246.0,,13.2,6.7,101.0,19.4,39.5,59.549995
2024-01-03 12:00:00+00:00,240.0,,13.2,6.2,93.0,17.2,34.1,57.774994
2024-01-03 13:00:00+00:00,244.0,,15.4,6.6,91.0,16.4,31.9,55.575005
2024-01-03 14:00:00+00:00,249.0,,18.3,7.1,88.0,15.8,31.3,53.333336
2024-01-03 15:00:00+00:00,249.0,,19.7,7.4,85.0,16.2,36.6,51.17501
2024-01-03 16:00:00+00:00,238.0,,18.3,7.4,83.0,18.7,55.8,49.61667
2024-01-03 17:00:00+00:00,220.0,,15.3,7.1,82.0,25.3,94.1,49.799995
2024-01-03 18:00:00+00:00,207.0,,12.7,6.8,81.0,33.8,131.3,53.266663
2024-01-03 19:00:00+00:00,201.0,,11.0,6.2,81.0,39.0,155.5,59.799995
2024-01-03 20:00:00+00:00,199.0,,9.6,5.5,81.0,36.8,144.4,61.656666
2024-01-03 21:00:00+00:00,199.0,,8.6,5.1,81.0,32.4,122.9,63.173332
2024-01-03 22:00:00+00:00,200.0,,8.1,5.3,82.0,28.6,100.4,64.36
2024-01-03 23:00:00+00:00,203.0,,8.1,5.7,83.0,26.7,87.8,65.205
2024-01-04 00:00:00+00:00,204.0,,7.8,5.5,87.0,25.7,80.6,65.86667
2024-01-04 01:00:00+00:00,212.0,,8.8,5.3,89.0,24.3,71.7,66.385
2024-01-04 02:00:00+00:00,224.0,,10.3,5.0,91.0,22.1,59.8,66.80666
2024-01-04 03:00:00+00:00,230.0,,11.1,4.8,93.0,20.4,50.2,67.05
2024-01-04 04:00:00+00:00,226.0,,10.9,4.7,92.0,19.6,44.2,67.128334
2024-01-04 05:00:00+00:00,217.0,,10.0,4.7,91.0,17.6,39.3,67.07333
2024-01-04 06:00:00+00:00,209.0,,9.2,4.6,90.0,16.6,36.6,66.933334
2024-01-04 07:00:00+00:00,204.0,,8.5,4.5,92.0,15.7,33.1,66.78834
2024-01-04 08:00:00+00:00,201.0,,7.7,4.3,94.0,14.9,29.6,66.64666
2024-01-04 09:00:00+00:00,200.0,,7.3,4.2,96.0,15.0,29.9,66.47833
2024-01-04 10:00:00+00:00,203.0,,7.3,4.1,97.0,15.8,31.8,66.325005
2024-01-04 11:00:00+00:00,208.0,,7.7,4.0,98.0,17.5,36.7,66.20667
2024-01-04 12:00:00+00:00,214.0,,8.1,3.9,92.0,18.1,41.3,66.16
2024-01-04 13:00:00+00:00,210.0,,8.7,3.8,88.0,21.0,51.1,66.28
2024-01-04 14:00:00+00:00,205.0,,9.6,3.8,84.0,23.2,59.1,66.6
2024-01-04 15:00:00+00:00,199.0,,10.2,3.7,80.0,23.3,59.8,67.06333
2024-01-04 16:00:00+00:00,191.0,,10.2,3.7,79.0,22.1,56.5,67.45
2024-01-04 17:00:00+00:00,181.0,,9.8,3.6,79.0,20.3,50.3,67.46167
2024-01-04 18:00:00+00:00,175.0,,9.6,3.7,79.0,19.2,45.3,66.73167
2024-01-04 19:00:00+00:00,174.0,,9.7,3.9,79.0,19.3,42.6,65.29834
2024-01-04 20:00:00+00:00,175.0,,9.9,4.1,79.0,19.7,41.9,63.416668
2024-01-04 21:00:00+00:00,178.0,,10.1,4.4,79.0,20.1,41.7,61.708332
2024-01-04 22:00:00+00:00,180.0,,10.0,4.6,79.0,20.4,41.3,60.355
2024-01-04 23:00:00+00:00,182.0,,10.0,4.7,79.0,20.7,41.1,56.85
2024-01-05 00:00:00+00:00,224.0,,13.9,6.7,75.0,24.3,46.6,52.95832
2024-01-05 01:00:00+00:00,227.0,,16.2,7.1,72.0,23.6,45.4,50.124992
2024-01-05 02:00:00+00:00,233.0,,19.6,7.8,68.0,22.9,44.2,47.933327
2024-01-05 03:00:00+00:00,258.0,,23.3,9.8,64.0,23.2,44.6,46.63333
2024-01-05 04:00:00+00:00,324.0,,28.1,14.6,60.0,26.2,48.5,46.166664
2024-01-05 05:00:00+00:00,410.0,,33.2,20.7,57.0,28.6,51.6,46.524994
2024-01-05 06:00:00+00:00,461.0,,35.8,24.2,57.0,26.9,49.6,47.549995
2024-01-05 07:00:00+00:00,447.0,,33.6,22.7,64.0,24.0,46.8,48.63333
2024-01-05 08:00:00+00:00,399.0,,28.9,18.6,75.0,23.0,45.9,49.774994
2024-01-05 09:00:00+00:00,359.0,,25.5,15.2,83.0,22.8,45.9,51.13333
2024-01-05 10:00:00+00:00,344.0,,25.0,13.9,87.0,22.7,46.0,52.466652
2024-01-05 11:00:00+00:00,337.0,,25.7,13.3,89.0,22.4,45.8,53.649994
2024-01-05 12:00:00+00:00,316.0,,24.2,11.6,90.0,26.8,56.0,54.408325
2024-01-05 13:00:00+00:00,298.0,,22.8,10.4,92.0,25.8,53.9,55.63333
2024-01-05 14:00:00+00:00,273.0,,21.0,8.7,93.0,24.9,52.3,55.86667
2024-01-05 15:00:00+00:00,256.0,,20.1,7.6,94.0,24.0,50.6,55.299995
2024-01-05 16:00:00+00:00,253.0,,20.8,7.7,92.0,24.0,50.1,54.533333
2024-01-05 17:00:00+00:00,258.0,,22.4,8.5,88.0,24.9,50.9,54.0
2024-01-05 18:00:00+00:00,265.0,,24.2,9.3,85.0,27.0,53.7,54.049995
2024-01-05 19:00:00+00:00,272.0,,26.0,9.8,82.0,29.0,56.6,54.75
2024-01-05 20:00:00+00:00,281.0,,27.9,10.3,80.0,30.6,59.1,56.316658
2024-01-05 21:00:00+00:00,293.0,,29.6,10.9,77.0,31.8,60.8,58.133324
2024-01-05 22:00:00+00:00,307.0,,30.7,11.6,74.0,32.5,61.9,60.016666
2024-01-05 23:00:00+00:00,323.0,,31.6,12.3,72.0,33.4,62.9,60.42
2024-01-06 00:00:00+00:00,344.0,,28.5,11.1,68.0,38.0,66.6,60.843334
2024-01-06 01:00:00+00:00,360.0,,31.7,12.1,65.0,36.0,64.3,61.300003
2024-01-06 02:00:00+00:00,383.0,,36.0,13.7,60.0,34.7,62.2,61.713333
2024-01-06 03:00:00+00:00,411.0,,39.6,15.6,58.0,35.7,63.1,62.106667
2024-01-06 04:00:00+00:00,455.0,,42.3,18.8,60.0,38.6,66.6,62.52333
2024-01-06 05:00:00+00:00,503.0,,44.2,22.5,64.0,39.2,67.3,62.936665
2024-01-06 06:00:00+00:00,518.0,,43.2,23.8,71.0,34.6,61.9,63.29
2024-01-06 07:00:00+00:00,472.0,,36.8,20.9,83.0,27.8,53.4,63.54667
2024-01-06 08:00:00+00:00,392.0,,27.5,15.7,97.0,25.2,49.6,63.673332
2024-01-06 09:00:00+00:00,327.0,,20.4,11.4,107.0,23.7,46.6,63.746666
2024-01-06 10:00:00+00:00,296.0,,17.7,9.4,110.0,22.1,42.8,63.776665
2024-01-06 11:00:00+00:00,279.0,,17.1,8.4,109.0,20.3,38.6,63.756668
2024-01-06 12:00:00+00:00,265.0,,16.8,7.6,98.0,18.0,34.5,63.68667
2024-01-06 13:00:00+00:00,258.0,,17.2,7.2,97.0,17.2,32.9,63.393333
2024-01-06 14:00:00+00:00,250.0,,17.7,6.6,97.0,17.4,33.1,63.106667
2024-01-06 15:00:00+00:00,244.0,,18.2,6.3,96.0,18.5,34.9,62.85667
2024-01-06 16:00:00+00:00,245.0,,18.6,6.5,95.0,19.0,36.1,62.673336
2024-01-06 17:00:00+00:00,249.0,,19.0,6.9,95.0,19.2,36.3,62.50667
2024-01-06 18:00:00+00:00,252.0,,19.2,7.2,94.0,19.0,36.1,62.31667
2024-01-06 19:00:00+00:00,251.0,,19.1,7.0,93.0,19.1,36.2,62.05
2024-01-06 20:00:00+00:00,248.0,,18.9,6.7,92.0,19.2,36.4,61.720005
2024-01-06 21:00:00+00:00,246.0,,18.6,6.6,91.0,19.3,36.7,61.340004
2024-01-06 22:00:00+00:00,244.0,,17.9,6.7,90.0,19.6,37.4,60.923332
2024-01-06 23:00:00+00:00,243.0,,17.1,7.0,88.0,19.5,37.6,60.493332
2024-01-07 00:00:00+00:00,259.0,,17.3,8.1,84.0,21.1,39.6,60.03
2024-01-07 01:00:00+00:00,263.0,,19.7,8.7,79.0,18.6,36.4,57.333336
2024-01-07 02:00:00+00:00,270.0,,23.0,9.7,73.0,17.8,34.7,54.433327
2024-01-07 03:00:00+00:00,287.0,,26.1,11.1,68.0,19.1,36.2,51.61667
2024-01-07 04:00:00+00:00,330.0,,29.1,13.9,65.0,22.6,40.5,48.850006
2024-01-07 05:00:00+00:00,383.0,,31.7,17.1,63.0,23.6,41.7,46.183342
2024-01-07 06:00:00+00:00,409.0,,32.1,18.6,65.0,21.6,39.2,43.583336
2024-01-07 07:00:00+00:00,382.0,,28.0,16.7,75.0,16.9,32.9,41.416664
2024-01-07 08:00:00+00:00,329.0,,21.6,13.0,88.0,16.1,32.1,39.8
2024-01-07 09:00:00+00:00,289.0,,17.3,10.3,98.0,16.1,32.6,39.2
2024-01-07 10:00:00+00:00,281.0,,17.1,9.7,101.0,16.5,33.9,40.666664
2024-01-07 11:00:00+00:00,286.0,,19.1,10.1,100.0,16.2,34.1,40.0
2024-01-07 12:00:00+00:00,308.0,,23.3,11.6,90.0,20.3,43.3,37.600002
2024-01-07 13:00:00+00:00,309.0,,25.8,11.8,86.0,20.4,43.7,37.79167
2024-01-07 14:00:00+00:00,312.0,,29.4,12.2,81.0,20.5,43.5,38.05834
2024-01-07 15:00:00+00:00,321.0,,33.6,13.0,75.0,20.6,43.5,38.31667
2024-01-07 16:00:00+00:00,337.0,,37.8,14.3,69.0,23.7,47.6,38.491673
2024-01-07 17:00:00+00:00,359.0,,42.5,15.9,62.0,25.5,50.1,38.883335
2024-01-07 18:00:00+00:00,387.0,,48.6,18.1,54.0,26.8,52.0,39.408337
2024-01-07 19:00:00+00:00,423.0,,57.4,21.1,43.0,28.6,54.8,40.116676
2024-01-07 20:00:00+00:00,465.0,,67.5,24.5,32.0,30.4,57.9,41.700005
2024-01-07 21:00:00+00:00,504.0,,75.6,27.6,22.0,35.4,65.0,43.566673
2024-01-07 22:00:00+00:00,542.0,,80.3,30.1,16.0,39.7,70.5,46.25
2024-01-07 23:00:00+00:00,578.0,,83.1,32.2,11.0,43.2,74.5,49.6
2024-01-08 00:00:00+00:00,653.0,,85.8,32.9,8.0,49.4,83.8,53.549995
2024-01-08 01:00:00+00:00,699.0,,88.1,36.5,6.0,47.7,81.3,58.26667
2024-01-08 02:00:00+00:00,763.0,,91.1,41.6,3.0,46.7,79.2,60.623337
2024-01-08 03:00:00+00:00,815.0,,92.4,46.5,4.0,50.5,83.1,61.586666
2024-01-08 04:00:00+00:00,857.0,,91.7,52.1,9.0,55.8,88.7,62.63333
2024-01-08 05:00:00+00:00,888.0,,89.3,57.6,18.0,61.5,96.4,63.74
2024-01-08 06:00:00+00:00,869.0,,83.6,58.4,29.0,51.5,83.4,65.003334
2024-01-08 07:00:00+00:00,760.0,,71.8,51.0,44.0,39.6,71.5,66.0
2024-01-08 08:00:00+00:00,602.0,,56.8,38.9,62.0,28.9,63.6,66.75667
2024-01-08 09:00:00+00:00,479.0,,45.1,29.0,75.0,27.5,68.0,67.183334
2024-01-08 10:00:00+00:00,429.0,,39.8,23.9,81.0,26.9,69.4,67.56333
2024-01-08 11:00:00+00:00,414.0,,37.9,21.0,83.0,26.0,65.2,67.909996
2024-01-08 12:00:00+00:00,348.0,,31.3,16.1,92.0,27.8,67.3,68.236664
2024-01-08 13:00:00+00:00,360.0,,32.9,15.8,87.0,29.3,65.9,68.486664
2024-01-08 14:00:00+00:00,375.0,,35.2,15.4,79.0,28.0,62.2,68.78333
2024-01-08 15:00:00+00:00,386.0,,38.3,15.1,71.0,26.8,59.3,69.03334
2024-01-08 16:00:00+00:00,383.0,,41.8,14.8,63.0,26.5,58.1,69.24
2024-01-08 17:00:00+00:00,375.0,,46.1,14.5,55.0,28.6,58.1,69.333336
2024-01-08 18:00:00+00:00,377.0,,51.9,14.6,45.0,33.5,61.7,69.43666
2024-01-08 19:00:00+00:00,400.0,,61.4,15.6,31.0,40.3,69.6,69.66
2024-01-08 20:00:00+00:00,434.0,,72.4,17.0,16.0,44.8,76.1,70.049995
2024-01-08 21:00:00+00:00,459.0,,79.7,17.8,5.0,47.6,80.3,70.53
2024-01-08 22:00:00+00:00,466.0,,80.4,17.2,2.0,50.5,83.6,70.93667
2024-01-08 23:00:00+00:00,464.0,,77.2,16.0,2.0,50.9,83.4,71.29666
2024-01-09 00:00:00+00:00,450.0,,73.5,13.7,5.0,60.5,95.7,71.55333
2024-01-09 01:00:00+00:00,463.0,,70.1,13.3,4.0,60.5,95.5,71.92333
2024-01-09 02:00:00+00:00,485.0,,65.6,13.2,4.0,60.5,95.5,72.35
2024-01-09 03:00:00+00:00,529.0,,63.1,16.4,5.0,64.3,100.4,72.81
2024-01-09 04:00:00+00:00,625.0,,65.4,26.6,8.0,72.9,112.5,73.27
2024-01-09 05:00:00+00:00,743.0,,69.6,40.1,14.0,79.4,122.9,73.84
2024-01-09 06:00:00+00:00,807.0,,70.8,48.4,23.0,58.7,99.9,74.43666
2024-01-09 07:00:00+00:00,773.0,,66.2,47.3,38.0,47.1,86.6,74.676674
2024-01-09 08:00:00+00:00,684.0,,58.4,41.2,57.0,40.3,78.0,74.926674
2024-01-09 09:00:00+00:00,592.0,,50.4,34.3,73.0,31.0,64.3,75.30667
2024-01-09 10:00:00+00:00,505.0,,42.3,27.4,86.0,26.1,55.5,75.42334
2024-01-09 11:00:00+00:00,413.0,,33.9,19.9,96.0,23.9,50.4,75.39667
2024-01-09 12:00:00+00:00,324.0,,23.4,12.6,107.0,21.5,45.2,75.326675
2024-01-09 13:00:00+00:00,313.0,,23.5,11.8,105.0,20.4,41.8,75.11666
2024-01-09 14:00:00+00:00,297.0,,23.7,10.7,102.0,19.6,39.6,74.82
2024-01-09 15:00:00+00:00,285.0,,23.7,9.9,99.0,20.5,40.0,74.54001
2024-01-09 16:00:00+00:00,279.0,,23.5,9.8,98.0,21.1,40.3,74.33
2024-01-09 17:00:00+00:00,277.0,,23.1,10.0,97.0,21.5,40.6,74.15
2024-01-09 18:00:00+00:00,277.0,,22.9,10.2,97.0,22.5,42.0,73.91334
2024-01-09 19:00:00+00:00,274.0,,22.3,9.9,98.0,23.6,43.8,73.54667
2024-01-09 20:00:00+00:00,273.0,,21.7,9.5,99.0,25.0,45.8,72.99
2024-01-09 21:00:00+00:00,284.0,,23.0,10.1,96.0,26.5,48.1,72.33
2024-01-09 22:00:00+00:00,314.0,,26.9,12.8,88.0,29.1,51.7,71.62666
2024-01-09 23:00:00+00:00,356.0,,32.7,16.4,78.0,33.3,57.4,70.91333
2024-01-10 00:00:00+00:00,409.0,,41.7,16.0,48.0,52.2,82.0,70.32666
2024-01-10 01:00:00+00:00,457.0,,52.6,20.2,35.0,46.0,73.6,70.049995
2024-01-10 02:00:00+00:00,526.0,,67.4,26.2,17.0,46.1,73.3,69.566666
2024-01-10 03:00:00+00:00,602.0,,77.3,32.6,7.0,48.7,75.9,69.08667
2024-01-10 04:00:00+00:00,699.0,,78.2,40.4,9.0,54.5,83.8,68.566666
2024-01-10 05:00:00+00:00,802.0,,74.2,48.6,19.0,59.4,90.8,67.95333
2024-01-10 06:00:00+00:00,851.0,,69.1,52.4,31.0,50.1,79.2,67.28667
2024-01-10 07:00:00+00:00,806.0,,63.4,48.5,46.0,37.3,62.2,67.0
2024-01-10 08:00:00+00:00,708.0,,56.6,40.2,63.0,27.6,49.1,66.67334
2024-01-10 09:00:00+00:00,615.0,,50.5,32.5,77.0,22.5,42.5,66.25
2024-01-10 10:00:00+00:00,545.0,,45.6,26.9,87.0,21.2,41.6,65.96666
2024-01-10 11:00:00+00:00,481.0,,41.5,22.0,94.0,20.4,41.0,65.80333
2024-01-10 12:00:00+00:00,463.0,,43.8,21.7,88.0,27.6,55.3,65.68666
2024-01-10 13:00:00+00:00,428.0,,40.5,19.1,90.0,25.7,51.7,65.89
2024-01-10 14:00:00+00:00,380.0,,35.8,15.6,94.0,24.3,48.8,66.066666
2024-01-10 15:00:00+00:00,339.0,,31.8,12.8,96.0,22.8,46.2,66.223335
2024-01-10 16:00:00+00:00,313.0,,28.8,11.4,97.0,22.9,45.6,66.299995
2024-01-10 17:00:00+00:00,294.0,,26.5,10.7,98.0,22.6,44.8,66.36
2024-01-10 18:00:00+00:00,287.0,,25.9,10.7,97.0,22.8,44.7,66.39667
2024-01-10 19:00:00+00:00,293.0,,27.4,11.5,94.0,24.3,46.7,66.40666
2024-01-10 20:00:00+00:00,310.0,,30.7,12.9,90.0,26.7,50.2,66.42999
2024-01-10 21:00:00+00:00,337.0,,35.2,14.7,82.0,29.9,54.6,66.48667
2024-01-10 22:00:00+00:00,376.0,,41.6,16.9,69.0,34.8,61.2,66.6
2024-01-10 23:00:00+00:00,425.0,,49.2,19.5,54.0,38.0,65.4,66.79
2024-01-11 00:00:00+00:00,453.0,,44.2,22.6,60.0,41.1,69.4,66.94666
2024-01-11 01:00:00+00:00,499.0,,53.4,24.9,45.0,41.9,69.8,66.57667
2024-01-11 02:00:00+00:00,565.0,,65.8,28.2,24.0,43.0,69.6,66.44
2024-01-11 03:00:00+00:00,622.0,,73.1,31.7,11.0,42.5,68.7,66.33666
2024-01-11 04:00:00+00:00,673.0,,70.7,36.1,13.0,45.9,73.1,66.13
2024-01-11 05:00:00+00:00,715.0,,63.1,40.6,24.0,45.5,73.3,65.84334
2024-01-11 06:00:00+00:00,720.0,,55.6,41.9,37.0,36.3,62.2,65.380005
2024-01-11 07:00:00+00:00,658.0,,49.7,37.6,53.0,24.4,47.5,64.92
2024-01-11 08:00:00+00:00,559.0,,43.9,30.1,72.0,20.9,43.2,64.49
2024-01-11 09:00:00+00:00,475.0,,39.2,23.7,87.0,19.3,39.9,64.26667
2024-01-11 10:00:00+00:00,429.0,,36.3,20.0,97.0,18.1,36.3,64.16
2024-01-11 11:00:00+00:00,400.0,,34.5,17.4,104.0,17.3,33.4,64.05667
2024-01-11 12:00:00+00:00,361.0,,30.7,14.3,107.0,12.8,23.9,63.95333
2024-01-11 13:00:00+00:00,347.0,,30.4,13.4,106.0,13.2,24.6,63.46
2024-01-11 14:00:00+00:00,328.0,,30.2,12.2,103.0,13.7,25.4,63.04333
2024-01-11 15:00:00+00:00,319.0,,31.3,11.7,100.0,15.6,28.2,62.690002
2024-01-11 16:00:00+00:00,325.0,,34.1,12.4,95.0,18.7,32.6,62.449997
2024-01-11 17:00:00+00:00,342.0,,38.2,13.9,89.0,21.4,36.4,62.309998
2024-01-11 18:00:00+00:00,369.0,,43.2,15.8,81.0,23.8,39.7,62.269997
2024-01-11 19:00:00+00:00,414.0,,49.6,18.8,72.0,26.4,43.3,62.303333
2024-01-11 20:00:00+00:00,470.0,,57.0,22.4,62.0,29.1,47.1,62.373333
2024-01-11 21:00:00+00:00,518.0,,63.9,24.1,50.0,35.6,56.0,62.45333
2024-01-11 22:00:00+00:00,547.0,,70.3,22.0,35.0,39.2,60.5,62.643333
2024-01-11 23:00:00+00:00,568.0,,76.1,18.1,19.0,48.0,71.5,62.789997
2024-01-12 00:00:00+00:00,700.0,,89.5,32.2,10.0,44.7,68.0,63.12333
2024-01-12 01:00:00+00:00,718.0,,87.8,32.8,7.0,43.7,65.7,63.243332
2024-01-12 02:00:00+00:00,742.0,,85.2,33.7,4.0,41.8,62.9,63.303333
2024-01-12 03:00:00+00:00,761.0,,81.2,35.2,5.0,42.3,63.6,63.263336
2024-01-12 04:00:00+00:00,780.0,,75.5,38.8,13.0,45.6,69.2,63.256664
2024-01-12 05:00:00+00:00,794.0,,68.3,42.9,26.0,47.8,74.0,63.246666
2024-01-12 06:00:00+00:00,772.0,,60.6,43.7,41.0,33.8,54.7,63.32333
2024-01-12 07:00:00+00:00,687.0,,51.6,38.1,59.0,22.3,36.8,63.239998
2024-01-12 08:00:00+00:00,567.0,,42.0,29.2,79.0,18.5,31.3,63.17
2024-01-12 09:00:00+00:00,467.0,,34.4,21.7,95.0,17.2,29.9,63.09
2024-01-12 10:00:00+00:00,410.0,,30.0,17.7,105.0,17.1,30.5,63.02
2024-01-12 11:00:00+00:00,374.0,,27.6,15.2,111.0,17.3,32.4,62.986664
2024-01-12 12:00:00+00:00,297.0,,19.6,10.3,111.0,16.9,34.3,62.986664
2024-01-12 13:00:00+00:00,290.0,,20.6,9.8,105.0,16.6,35.6,63.123337
2024-01-12 14:00:00+00:00,282.0,,22.2,9.2,97.0,16.4,36.4,63.236664
2024-01-12 15:00:00+00:00,280.0,,24.6,9.1,89.0,17.6,38.4,63.326664
2024-01-12 16:00:00+00:00,285.0,,27.6,9.9,82.0,19.0,40.2,63.39333
2024-01-12 17:00:00+00:00,298.0,,31.6,11.3,76.0,21.0,42.5,63.403328
2024-01-12 18:00:00+00:00,324.0,,37.6,13.2,67.0,23.2,44.9,63.39
2024-01-12 19:00:00+00:00,377.0,,47.6,16.0,54.0,25.6,47.7,63.37
2024-01-12 20:00:00+00:00,443.0,,59.8,19.3,40.0,33.1,57.9,63.34333
2024-01-12 21:00:00+00:00,494.0,,69.4,21.4,27.0,41.3,68.5,63.47666
2024-01-12 22:00:00+00:00,518.0,,75.2,21.4,17.0,53.9,84.3,63.666664
2024-01-12 23:00:00+00:00,526.0,,78.6,20.3,8.0,53.0,82.4,64.15666
2024-01-13 00:00:00+00:00,547.0,,81.6,17.7,2.0,50.5,78.7,64.32333
2024-01-13 01:00:00+00:00,521.0,,76.8,17.4,1.0,42.6,68.0,64.51667
2024-01-13 02:00:00+00:00,486.0,,70.0,17.1,1.0,37.7,61.2,64.479996
2024-01-13 03:00:00+00:00,474.0,,63.9,17.5,3.0,35.2,56.8,64.34333
2024-01-13 04:00:00+00:00,503.0,,59.4,18.7,10.0,37.5,59.4,64.10667
2024-01-13 05:00:00+00:00,554.0,,55.6,20.7,19.0,42.5,66.4,63.836666
2024-01-13 06:00:00+00:00,603.0,,52.9,23.5,31.0,44.8,69.8,63.659996
2024-01-13 07:00:00+00:00,651.0,,51.9,28.6,46.0,43.0,67.3,64.026665
2024-01-13 08:00:00+00:00,696.0,,51.9,34.5,63.0,33.1,53.9,64.71667
2024-01-13 09:00:00+00:00,713.0,,51.6,37.6,76.0,24.9,43.1,65.20333
